product_id,source_id,source_location,claim_type,verification_status,notes
PRD-BFAC46626D,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-BFE5B739F0,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-C00C2E4E80,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C01DCF9726,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-C094F5AF07,SRC002,p. 5,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C0C6302286,SRC030,p. 75,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C0FA666A98,SRC008,CSV row 20,Candidate seed,Candidate - user seed; primary source required,
PRD-C12AB8BEA4,SRC007,Therapeutic bronchoscopy,Candidate seed,Candidate - user seed; primary source required,
PRD-C1653676C1,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C1653676C1,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-C1653676C1,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-C1F90B7445,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-C2115BE6BB,SRC027,p. 8,Exact catalog entry,Verified - manufacturer catalog,
PRD-C2875D269C,SRC003,p. 5,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C2875D269C,SRC005,p. 5,Cross-check,Verified - manufacturer catalog,
PRD-C2C49B88CC,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-C2C49B88CC,SRC008,CSV row 26,Candidate seed,Candidate - user seed; primary source required,
PRD-C2CB78AC4C,SRC012,Respiratory 14.13 (PDF p. 126),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C32CFEC594,SRC021,p. 19,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-C37147C7D7,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-C37147C7D7,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-C3FA589A20,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-C3FB38433F,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-C3FDFF59E0,SRC019,"FiAPC probes, catalog pp. 5-6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-C41140BA51,SRC023,p. 2,Exact catalog entry,Verified - manufacturer brochure; current market status pending,
PRD-C4480F30D2,SRC001,p. 24,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C47EB33229,SRC017,"Bipolar cables, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-C48BF25736,SRC030,p. 89,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C492434340,SRC019,"FiAPC probes, catalog pp. 5-6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-C4C8CC5CF5,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-C4EB1DBADB,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C649B4B9C5,SRC030,p. 87,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C64D0F8310,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C65DDE0FEC,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-C65DDE0FEC,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-C684D9ADCF,SRC018,"Accessories for ERBECRYO 2, catalog p. 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-C6BE641E4E,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-C6E7ED547F,SRC001,p. 29,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C717487CFD,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-C737E93B1B,SRC030,p. 93,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-C73E87B7EE,SRC008,CSV row 6,Candidate seed,Candidate - user seed; primary source required,
PRD-C7B4627CB2,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C7E66C10DC,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-C7EB76131F,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-C88B1CD284,SRC012,Respiratory 14.13 (PDF p. 128),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-C9704EAA93,SRC013,Y-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-CA32599DA2,SRC030,p. 70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-CB09A823A5,SRC029,p. 1,Exact catalog entry,Verified - manufacturer flyer; current U.S. status pending,
PRD-CB102A8291,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-CB1622624D,SRC029,p. 1,Exact catalog entry,Verified - manufacturer flyer; current U.S. status pending,
PRD-CB29EF7937,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-CB585AE377,SRC017,"Monopolar cables, catalog p. 6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-CB5FB20E4F,SRC021,p. 16,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-CB9242F78E,SRC021,p. 23,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-CBA9A6E9B4,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-CBA9A6E9B4,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-CBA9A6E9B4,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-CBD72081E8,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-CC378D0981,SRC006,Product list 2025!Sheet7,Candidate seed,Candidate - user seed; primary source required,
PRD-CC458478A5,SRC022,p. 6.04,Exact catalog entry,Verified - manufacturer catalog; current market status pending,
PRD-CC55BDA6C8,SRC027,p. 15,Exact catalog entry,Verified - manufacturer catalog and IFU,
PRD-CC88761929,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-CCDCC41B7E,SRC030,p. 144,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-CD315440D5,SRC013,Y-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-CDCBBB4171,SRC017,"Return-electrode cables, catalog p. 13",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-CE081B3A72,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-CE23D2A34E,SRC021,p. 4,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-CEED2FDA83,SRC007,Flexible bronchoscopy platforms!6,Candidate seed,Candidate - user seed; primary source required,
PRD-CEFAA61748,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-CF1E28501A,SRC027,p. 11,Exact catalog entry,Verified - manufacturer catalog,
PRD-D03502FFB4,SRC018,"Accessories for ERBECRYO 2, catalog p. 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D063F090C6,SRC017,"Monopolar cables, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D07AD62770,SRC030,p. 88,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-D09AAAFB72,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-D0E745FF62,SRC030,pp. 66-70,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-D14312CC6A,SRC030,p. 143,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-D18E672989,SRC021,p. 10,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D194D5A02B,SRC017,"Return-electrode cables, catalog p. 13",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D1DCE936D2,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-D1E3BFD9D3,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D1E3BFD9D3,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-D1E3BFD9D3,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-D217637957,SRC021,p. 23,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D273A067EA,SRC030,p. 66,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-D29CE0D10F,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-D2C6029A70,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-D2F1921685,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D3E1DD19D2,SRC026,p. 6,Exact catalog entry,Verified - U.S. manufacturer brochure,
PRD-D41DE241C1,SRC017,"Monopolar cables, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D4228B0E6F,SRC012,Respiratory 14.06 (PDF p. 119),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D44D27C76E,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-D454A9C046,SRC019,"APC pressure reducers and gas accessories, catalog pp. 10-11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D49EB30A21,SRC012,Respiratory 14.17 (PDF p. 132),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D532D5406F,SRC006,Product list 2025!thoracent,Candidate seed,Candidate - user seed; primary source required,
PRD-D54D46A95B,SRC018,"Gas bottle adapter table, catalog pp. 4, 7",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D58A0A54AA,SRC021,p. 12,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D5A436E755,SRC016,"Specifications table, brochure p. 2",Catalog/SKU evidence,Verified - manufacturer/distributor brochure,
PRD-D5A6823E45,SRC012,Respiratory 14.13 (PDF p. 127),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D5CBD6E254,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D630438171,SRC012,Respiratory 14.13 (PDF p. 127),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D630FEC072,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D6F54A6D11,SRC007,Flexible bronchoscopy platforms!4,Candidate seed,Candidate - user seed; primary source required,
PRD-D723C6FF62,SRC017,"Bipolar adapters, catalog p. 16",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D736275364,SRC021,p. 19,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D76BFAD4AA,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D76C39F2B7,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D771E6D06A,SRC012,Respiratory 14.16 (PDF p. 131),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D77666DBD4,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-D7A7620198,SRC030,p. 75,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-D7F9A3A5D0,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D81F566A09,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D826F63F9A,SRC003,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-D85D52F0CD,SRC017,"Monopolar cables, catalog p. 4",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-D92BDB1551,SRC013,J-shaped tracheal stent specifications (PDF p. 13),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-D968D7AB8E,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-D99A37C035,SRC021,pp. 44-48,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-D9A63C6C45,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DA286027ED,SRC018,"Accessories for ERBECRYO 2, catalog p. 6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DA3218ED45,SRC017,"Monopolar cables, catalog p. 4",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DA396EF06D,SRC017,"Bipolar adapters, catalog p. 17",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DA69A8016A,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DA836B059E,SRC027,p. 7,Exact catalog entry,Verified - manufacturer catalog,
PRD-DAA7B0A0DF,SRC027,p. 11,Exact catalog entry,Verified - manufacturer catalog,
PRD-DADAA6184C,SRC030,p. 77,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-DB10C3EACC,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-DB7366704E,SRC030,p. 86,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-DBCBF4AF27,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DC7D6310BB,SRC019,"APCapplicator, catalog pp. 7-8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DC7E693F2A,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DCA951086F,SRC017,"Ignition test adapters, catalog p. 18",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Also listed in ERBE connecting cables and adapters catalog.
PRD-DCA951086F,SRC019,"APC ignition test adapters, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DCD7CC99AF,SRC021,p. 12,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-DCD9FB53E5,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DCD9FB53E5,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-DCD9FB53E5,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-DD4AFE7DE4,SRC008,CSV row 10,Candidate seed,Candidate - user seed; primary source required,
PRD-DD8657352D,SRC012,Respiratory 14.17 (PDF p. 132),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DE28F9BAFD,SRC021,p. 17,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-DE4182B356,SRC019,"FiAPC probes, catalog pp. 5-6",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-DF0AB82B2D,SRC006,Product list 2025!Sheet6,Candidate seed,Candidate - user seed; primary source required,
PRD-DF1BEBD0C9,SRC012,Respiratory 14.10 (PDF p. 123),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DF1D438D54,SRC003,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DF239FD803,SRC030,p. 86,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-DF30B54282,SRC003,p. 3,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-DF5BFBB99D,SRC029,p. 1,Exact catalog entry,Verified - manufacturer flyer; current U.S. status pending,
PRD-DF6218682C,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
PRD-DF791E6D1F,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-DF989CBDCB,SRC030,p. 92,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-DFBA1DB7E3,SRC021,p. 21,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-DFDC63935D,SRC021,p. 26,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-DFFE75EB48,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-E00759020E,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E02F46CDAD,SRC030,p. 73,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-E0331EA66D,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E03ACFD7C6,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E04326B8E4,SRC002,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E04E24D3CD,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E05104FF37,SRC001,p. 25,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E060DC2383,SRC017,"Return-electrode cables, catalog p. 14",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E07985974F,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E088452873,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-E09A4CA6E0,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-E0A45CB3A7,SRC013,Tracheal stent specifications (PDF p. 12),Catalog/SKU evidence,Verified exact catalog entry - global/older source,Exact catalog/SKU evidence from an older global manufacturer catalog; U.S. status unverified.
PRD-E0E5A0320D,SRC017,"Bipolar cables, catalog p. 11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E13F890A8D,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E1B889E869,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-E1E020F3BF,SRC012,Respiratory 14.17 (PDF p. 132),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E27A6FA17A,SRC017,"Bipolar cables, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E2A3EFD37E,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-E2EB4E573F,SRC012,Respiratory 14.05 (PDF p. 118),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E2EB4E573F,SRC029,p. 1,Exact catalog entry,Verified - manufacturer catalog and flyer,
PRD-E353F2E250,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-E37704D087,SRC001,p. 15,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E393622AEC,SRC012,Respiratory 14.10 (PDF p. 123),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E4277B23A8,SRC021,p. 16,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-E46E521D1C,SRC027,pp. 9-10,Exact catalog entry,Verified - manufacturer catalog,
PRD-E4B27EE86A,SRC030,p. 91,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-E4FE22C28D,SRC017,"Bipolar adapters, catalog p. 16",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E56FC05269,SRC030,p. 72,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-E5D003B78D,SRC017,"Monopolar adapters, catalog p. 15",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E6A1370266,SRC030,p. 67,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-E6B6E0ACC5,SRC021,p. 18,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-E6ED309802,SRC003,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E7724A6977,SRC012,Respiratory 14.04 (PDF p. 117),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E7724A6977,SRC029,p. 1,GuideSheath kit component compatibility,Verified - manufacturer flyer,Peripheral Bronchoscopy Solutions flyer.
PRD-E7FAE36160,SRC012,Respiratory 14.01 (PDF p. 114),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E803315936,SRC003,p. 8,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E907C0EB2E,SRC007,Flexible bronchoscopy platforms!9,Candidate seed,Candidate - user seed; primary source required,
PRD-E91AF4A4B3,SRC017,"Monopolar cables, catalog p. 5",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E91BAEC04F,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-E94BC99DC8,SRC017,"Bipolar cables, catalog p. 11",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-E96FD33203,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-E9AD59995F,SRC001,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EA133128FD,SRC001,p. 28,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EA1D57AC9A,SRC012,Respiratory 14.12 (PDF p. 125),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EA6F3E44C1,SRC007,Perc trach and WLL,Candidate seed,Candidate - user seed; primary source required,
PRD-EAED780757,SRC030,p. 144,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-EB01698273,SRC030,p. 73,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-EB0DE6C03A,SRC003,pp. 13-14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EB0DE6C03A,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-EB0DE6C03A,SRC015,"Ordering information, pp. 2-3",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-EB1A3E8F85,SRC012,Respiratory 14.08-14.10 (PDF pp. 121-123),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EB27F8D657,SRC007,pleural seed,Candidate seed,Candidate - user seed; primary source required,
PRD-EB513BCB63,SRC003,p. 4,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EC1BF76FBC,SRC006,Product list 2025!Sheet5,Candidate seed,Candidate - user seed; primary source required,
PRD-EC1BF76FBC,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-EC45CB0F5D,SRC030,pp. 70-73,Exact catalog entry,Verified - legacy U.S. manufacturer catalog; current status pending,
PRD-EC55EE1E59,SRC001,pp. 12-13,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EC8645595D,SRC017,"Return-electrode cables, catalog p. 13",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-EC8FB40FB0,SRC019,"APC applicator/adapters, catalog p. 8",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-ECDF9A7AFB,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-ED212D7E3C,SRC021,pp. 49-51,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-ED3B1867AC,SRC027,p. 5,Exact catalog entry,Verified - manufacturer catalog,
PRD-ED3D613CD2,SRC003,p. 14,Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-ED3D613CD2,SRC004,p. 4,Cross-check,Verified - manufacturer catalog,Older manufacturer brochure.
PRD-ED3D613CD2,SRC015,"Ordering information, pp. 3-4",Catalog/SKU evidence,Verified - current manufacturer page capture,Exact ordering table and product specifications shown on manufacturer page capture.
PRD-ED5A6147B6,SRC021,p. 5,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-ED98C24F0E,SRC021,p. 25,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-EE226986CB,SRC017,"Monopolar adapters, catalog p. 15",Catalog/SKU evidence,Verified exact catalog entry - non-U.S. source,Exact catalog/SKU evidence from a non-U.S. manufacturer catalog.
PRD-EEA17CA0DB,SRC021,p. 52,Exact catalog entry,Verified - manufacturer catalog; current U.S. status pending,
PRD-EF6C5DE6CC,SRC007,Flexible bronchoscopy platforms!14,Candidate seed,Candidate - user seed; primary source required,
PRD-EF6C5DE6CC,SRC012,Respiratory 14.01 (PDF p. 115),Catalog/SKU evidence,Verified - manufacturer catalog,
PRD-EF96863018,SRC006,Product list 2025!bonastent,Candidate seed,Candidate - user seed; primary source required,
